name,description,website
GoSCM,"GoSCM somos una empresa multinacional con filiales en USA, México, Sudamerica y Europa, con más de 10 años de experiencia implementando herramientas SAP en las áreas de Supply Chain, hemos generado valor en nuestros clientes con la optimización de sus procesos en la cadena de suministro y automatizado sus procesos mediante la transformación digital.Si quieres ser parte del equipo, te ofrecemos desarrollarte en una de las empresas pioneras en implementar proyectos SAP Integrated Business Planing (IBP) 100% remoto a nivel global.En GoSCM, buscamos personas apasionadas por la optimización de la cadena de suministro y el poder impactar en los procesos de mejoras de cada organización, por ello nos gusta formar a profesionales altamente calificados y que destaquen por sus conocimientos, contribución personal y profesional pudiendo desarrollar sus carreras de cualquier parte del mundo.",http://www.go-scm.com
Life!,None,https://www.lifesocialnetwork.com/
Devups,"Devups es una empresa dedicada al staffing tecnologico, focalizados con una vision de proveer a nuestros clientes con talento de calidad pero priorizando el bienestar de nuestros recursos. Para nosotros el cliente es importante, pero el desarrollador aun mas por eso actuamos como representantes de talentos y trabajamos para mejorar la calidad de vida de estos.DevUps nace de la famosa frase de Barney Stinson, Suit Up. ",https://devups.io/
Bunkey,"Bunkey entrega el control sobre los activos digitales a las personas que gestionan videos y fotos para marketing y comunicaciones en empresas. Somos una nueva empresa chilena de tecnología. Ofrecemos un servicio basado en un software DAM. Somos jóvenes trabajando duro por llegar lo más alto que podamos con Bunkey. Nuestro aspiración es ser el número uno en Latinoamérica y estamos preparándonos para eso. Somos un equipo pequeño y estamos alistándonos para crecer, trabajamos con humildad y colaboramos entre todos. Opinamos con respeto, sabemos movernos y tomar decisiones con rapidez. ",http://www.bunkey.tv
Smart Placement,"Somos una Academia Laboral digital, con 6 años en el mercado y estamos en plena etapa de crecimiento. Por eso buscamos un(a) capo(a) como tú que nos apoye, nos ayude a crecer, ponga pasión y dedicación y sea parte de este proyecto. Hay tremendo potencial en la industria y queremos capitalizarlo. El ambiente es relajado, somos buenos para trabajar, centrados en el cliente y muy inquietos intelectualmente. Se trabaja desde la casa y reportarás directo a la Gerente General. El equipo es multicultural y están en diversos países ya que somos 100% digitales!",https://www.smartplacement.net
Exus Agencia Web,None,https://www.exus.com.co
Áurea Content,None,https://www.aureacontent.cl/
Nexit,"Somos una compañía de desarrollo de software, especialista en soluciones específicas y globales para la industria financiera. Desde nuestros inicios en el año 2006, nuestro principal desafío ha sido lograr procesos más eficientes a través de la tecnología y la comunicación con las distintas plataformas tecnológicas que se utilizan en la gestión diaria, con el fin de reducir los costos operativos y facilitar el control de gestión de nuestros cliente.",http://www.nexit.cl
Chita,"Quiénes SomosSomos una Fintech enfocada en democratizar el acceso a financiamiento para las Pymes a tasas convenientes mediante un modelo 100% online, rápido y transparente.En 5 años de operación, hemos financiado más de $200MM USD, atendido a más de 4.000 clientes y seguimos trabajando para ser la primera opción de financiamiento para PYMEs en Chile.La manada ya cuenta con 35 Chit@s y estamos en busca de nuevos integrantes que contribuyan a acelerar nuestro crecimiento.Para saber más de nosotros, visita: https://chita.cl/",https://chita.cl
Swiss Capitals Group,"Swiss Capitals Group es una holding con inversiones en distintos sectores tales como Renta Inmobiliaria, Operación y Comercialización de Propiedades Comerciales, Coworking, Agro-exportación, entre otros.La empresa está creando una área de innovación y Transformación Digital encargada de generar valor y dar soporte a los distintos negocios del grupo.Nuestro estilo de trabajo busca que la empresa sea líder en las industrias en las que participa a través de la innovación y cultura de mejora continua, que nos permita sobrepasar las expectativas de nuestros clientes.",http://www.swisscapitals.com/
SP Digital,"SP Digital nace el año 2006 como una pequeña empresa familiar. Actualmente contamos con un catálogo con más de 20.000 productos, 5 canales de venta y hemos logrado posicionarnos como especialistas en equipamiento digital sin perder de vista lo esencial para nosotros: acercar la tecnología a las personas.En SP Digital, buscamos continuamente la formación de equipos eficientes y autónomos mediante la aplicación de metodologías innovadoras y el trabajo guiado por objetivos. Con gran orgullo, nuestra cultura organizacional es la base de nuestro quehacer y se caracteriza por valorar aspectos como:La comunicación frecuente y de calidadEl bienestar de las personas y los grupos de trabajoEl trabajo en equipo y la colaboraciónLa entrega y recepción de retroalimentaciónRedundancia en el conocimientoEstablecer un espacio seguro para expresar nuestras opiniones, emociones e ideasEl debate y pensamiento crítico",https://www.spdigital.cl/
Caja Maynas S.A,"Caja Maynas se encuentra en el proceso de transformación digital, optimizando sus procedimiento y apostando por nuevas tecnologías, asimismo tenemos el desafío de ofrecer un servicio de calidad y oportunidades financieras a todos los emprendedores del Perú. Es por ello que, nos encontramos en búsqueda de un Oficial de Seguridad de la Información y Continuidad del Negocios para nuestra Agencia Principal, situada en Iquitos - Perú.",https://www.cajamaynas.pe/
Consultora LDT,"Somos una compañia joven trabajando en el desarrollo de software ERP en la nube. Estamos en pleno proceso de crecimiento y expansión de nuestros servicios, por lo que neesitamos hacer crecer nuestro grupo y formar un equipo con energía y todas las ganas de aprender. La sustetabilidad es nuestro estilo de vida, que el planeta es lo único que tenemos para todos, es nuestro credo. ",https://letsdothis.cl/
DNK Water S.p.A.,"En DNK Water estamos avanzando en el desarrollo de tecnologías ""Internet of Things"" (IoT).Nuestra tarea es el brindar software propietario de primer nivel, para la explotación de tecnologías de recolección y programación remota de datos.Es por esto que necesitamos un Quality Assurance Tester, con experiencia comprobable.",https://www.dnkwater.com
Awto,"Awto es la primera empresa de Carsharing de Chile. Somos una startup formada por un equipo joven y dinámico, y es momento de ampliar nuestro equipo. Para eso estamos buscando a un profesional apasionado por la tecnología y la programación, con la voluntad para dedicarse a trabajar para mejorar las problemáticas de movilidad (de manera sustentable) en nuestro país y con las habilidades para hacerlo de la mejor manera posible.",http://www.awto.cl
ImageMaker,"Somos una compañía de soluciones tecnológicas con presencia en Chile, Colombia, Costa Rica y Estados Unidos, con más de 20 años creando increíbles experiencias digitales junto a nuestros clientes. Amamos los nuevos desafíos y poder entregar en cada uno de ellos soluciones atómicas que deslumbran a los usuarios, y para ello, buscamos siempre conformar los equipos más talentosos y entusiastas del universo.",https://www.imagemaker.com
Social Hound,"Social Hound es una startup digital dedicada a proveer servicios monitoreo de redes sociales y streaming de eventos a través de su producto “SocialTV”,el cuál es una plataforma de producción remota de contenido digital, que lleva funcionando desde hace más de un año. SocialTV agrupa funciones de videollamadas a través de un servicio privado, un completo control remoto similar al utilizado en Televisión y la posibilidad de realizar transiciones animadas, fondos personalizados, música de fondo, textos en tercio inferior (GC) y reproducción simultánea de videos e imágenes. Hoy en día nuestra plataforma está creciendo y deseamos llevarla al siguiente nivel, eso quiere decir, un servicio fácil y rápido de contratar, autoadministrable y utilizado por el cliente sin necesidad de ayuda técnica. ",https://twitter.com/socialhoundhq
Sugo,"Sugo la primera tienda de descuento sostenible.Millones de productos no vendidos se descartan y terminan en el suelo, el agua y el aire cada año, lo que profundiza los efectos del calentamiento global. Para evitarlo, recuperamos este inventario de las marcas más reconocidas para ofrecerlo en nuestra tienda por una fracción de su precio minorista, con descuentos de hasta el 90%. Nuestras oportunidades de ahorro son únicas y cada compra evita la eliminación de productos en perfectas condiciones, contribuyendo a proteger nuestro planeta y el aire que todos respiramos.Las marcas de clase mundial se asocian con nosotros para crear un futuro en el que no se desperdicie nada. ¡Sé parte del desafío de cuidar nuestro planeta!",https://www.sugo.pe/
Nala,"Nala tiene como objetivo crear culturas organizacionales meritocráticas, de alta productividad y compromiso a través del uso de people analytics para medir y hacer una tendencia de evolución del desempeño, potencial y compensación construyendo un software de recursos humanos con la mejor tecnología y analítica avanzada.¡Si quieres ser parte de la revolución de recursos humanos y hacer feliz a miles de personas en sus trabajos, únete a nuestro equipo!",https://nalasystem.com/
Paytech Solutions,None,http://www.paytechsolutions.net
Kommi,"Kommi es una startup AdTech que conecta creadores de contenido de alta calidad con empresas que quieren vender sus productos o servicios. Estamos revolucionando la industria del Advertising y Affiliate Marketing utilizando modelos innovadores que permiten a nuestros clientes y partners obtener mayores ventas llegando al público objetivo que buscan en forma eficiente. En Kommi encontrarás un ambiente dinámico, ágil y comunicativo, trabajamos en forma remota y nuestro horario laboral es flexible :-)",http://www.konni.io
GoStudent,"At GoStudent, we work passionately every day to fulfill our mission. We are building the #1 global school! Why? Because we want to enable every student in the world to unlock their full potential – through affordable and inspiring classes from top teachers. Our goal is to ensure long-term learning success – for a self-determined future for our students!At GoStudent we have flat hierarchies. We use the informal “you” when speaking to each other regardless of age and position, because we convince through performance and not through age and title. The doors are always open for all talents at GoStudent.",https://www.gostudent.org/en/team-and-careers
Amipass," ¿Eres sec@ negociando y rebuscando los mejores precios/productos? ¿Estás siempre atent@ a los cupones de descuento y los compartes con tus amigos? Esto es para ti. Estamos buscando a alguien a quien el talento de la negociación y la capacidad de encontrar siempre los mejores datos, le corra por las venas.",https://www.amipass.com/beneficios-empresas
Scotiabank,"Scotiabank es un destacado proveedor de servicios financieros de origen canadiense y el banco líder de las Américas. Está presente en Chile desde 1990, tras ingresar a la propiedad del Banco Sud Americano. En 2007 amplió su presencia en el mercado al adquirir Banco del Desarrollo, incorporando nuevos segmentos de negocios. En 2015, pasó a controlar el 51% de Cencosud Administradora de Tarjetas (CAT). Ya en 2018, el Banco concretó la compra de BBVA Chile, negocio que lo transformó en una de las instituciones financieras más importantes del país. Scotiabank Chile cuenta con un equipo de 6.200 colaboradores, quienes destacan por lograr la estrategia global del negocio bajo los valores del Respeto, Pasión, Integridad y Responsabilidad.",https://www.scotiabankchile.cl/
Adexus,None,https://www.adexus.com/
TODO1 Services,None,http://www.todo1services.com/
Cloud Coder Labs,"Cloud Coder Labs works at the intersection of quality, innovation, and efficiency providing advanced software engineering services to the client. With more than fifty professionals working in offices in Panama, Bolivia, Chile and the US, Cloud Coder Labs is a strong digital company that partners with its clients to imagine, design, create, engineer, and run efficient digital solutions. We put people first, giving our teams the resources needed to create and innovate solutions, supporting them in their development endeavors and career growth, and providing unique challenges collaborating with international clients. We are growing fast, and we are looking for ambitious, collaborative analytical people who want to help us drive that global effort! ",https://cloudcoderlabs.com
Tip2u,None,http://www.tip2u.com/
Neta Systems,None,http://www.netasystems.com.mx/
N12,"En Next Challenge estamos apoyando a nuestro cliente, Adessa, en la búsqueda de su próximo(a) Senior DevOps Engineer en Santiago de Chile.¡Te invitamos a conocer sobre Adessa y el rol buscado!DESCRIPCIÓN EMPRESASomos Adessa, una compañía que forma parte del Grupo Falabella. Como compañía de TI nos encargamos de entregar soluciones de negocio en el ámbito tecnológico. Aportamos valor a todas las compañías del holding, con presencia en Chile, Argentina, Perú, Colombia, Uruguay, Brasil, México y en India, con la misión de liderar la transformación digital.",https://www.n12.cl/
It Axioma,"Somos una empresa de consultoría y TI, dedicada a entregar servicios tecnológicos integrales de alto valor, siempre a la vanguardia en soluciones de innovación y optimización para ser un aporte a nuestros clientes.Nuestra trayectoria y experiencia se basa en la consultoría funcional, desarrollo de software, desarrollo tecnológico, servicios profesionales externalizados, educación y capacitación. Cultura de trabajoNos apasionan las metodologías agile y el trabajo a través de objetivos claros. Somos un equipo con experiencia, multidisciplinario y horizontal, lo que nos permite el real intercambio de conocimientos entre todos nuestros colaboradores. Está en nuestro ADN afrontar de manera exitosa los diferentes desafíos tecnológicos, por lo que estamos siempre en la búsqueda de la excelencia en lo que desarrollamos, creamos y ofrecemos. Nos gusta estar a la vanguardia de nuevas metodologías, herramientas y lenguajes.",https://www.itaxioma.com/
Laika,None,https://laika.com.mx/
Reciclapp SpA,None,http://Reciclapp.cl
Red de Expertos,"Red de Expertos (www.expertosla.com), StartUp en crecimiento, buscamos romper la brecha de conocimiento, facilitando el acceso al conocimiento experto conectando a profesionales y empresas que quieren resolver dudas, con los mejores expertos en distintas industrias y funciones dentro de Latinoamérica, para una toma de decisiones más informada.",http://www.expertosla.com
Mazars,None,http://www.mazars.cl
Leadsius,None,http://www.leadsius.com
Imaginex,None,http://www.imaginex.cl
Academia Superior de Idiomas,None,http://academia-superior.org/
Logisticapp Sas ,None,htpp://www.logisticapp.co
Lumbrera,None,http://lumbrera.com.mx/
Touch Task,"Touch Task es parte del Grupo Touch, somos una plataforma digital que tiene como principal objetivo unir personas con marcas, de forma independiente y flexible puedes ofrecer servicios a diferentes marcas y generar ingresos.Contamos con 17 años de experiencia en el rubro, han permitido conquistar las marcas y poder expandirse a Latinoamérica. Estamos presentes en 12 países a través del grupo Ohla, donde somos expertos en gestión del Retail y Shopper Marketing.",https://wp.touch.cl/
Best LinkedIn Automation Tools,None,https://www.samsoley.com/blog/7-best-linkedin-automation-tools
Diacos Asesores Ltda,"Somos un grupo de diverso de apasionados visionarios, techies, nerds e innovadores que amamos lo que hacemos. Somos súper relajados, amigables y ❤ trabajar con personas motivados y talentosas. Si eres un pensador creativo, diseñador o gurú del marketing que le encanta crear experiencias increíbles, tanto online como offline, queremos tenerte en nuestro equipo!La cultura de la empresa esta basada en la confianza de las personas, todos son escuchados y también se desafía mucho a la colaboración y la generación de nuevas ideas, potenciando mucho el auto aprendizaje.Estamos en pleno crecimiento organizacional y es por ello que estamos ampliando el equipo.",http://www.diacosasesores.cl
Tanner,"Somos la institución financiera no bancaria líder del país y durante más de 25 años hemos acompañado el desarrollo de pequeñas y medianas empresas (Pymes) a través de productos y servicios innovadores que ofrecemos a lo largo de una extensa red de atención.Buscamos un Ingeniero DevOps  para unirse a nuestra Gerencia de Tecnología. Encargado de administrar las distintas plataformas y ambientes tecnológicos de la compañía, además de asegurar la continuidad operativa y la correcta implementación de nuevos proyectos o mejoras a los ya existentes. Debe crear las automatizaciones necesarias para implementar la agilidad de los equipos de desarrollo, configurar las herramientas de monitoreo y proveer las métricas del comportamiento de los sistemas productivos.Funciones: - Monitoreo de sistemas, estos pueden ser internos o servicios externos.- Velar por la disponibilidad de los sistemas, portales, sitios y servicios de la compañía.- Administración de sistemas cloud y on premises.",https://www.tanner.cl/
BCN School of business,"Empresa líder en soluciones tecnológicas para la capacitación. Desarrollamos Campus virtuales adaptados para cada cliente, plataformas de teletrabajo y de video-conferencias, salas de clase para capacitaciones digitales en vivo y diplomados 100% SENCE. Nuestros servicios satisfacen las necesidades de más de 150 de las empresas más importantes del país y somos reconocidos como una de las mejores empresas de capacitación a nivel nacional. Contamos con excelente clima laboral y oportunidad de crecimiento para nuestros trabajadores.",https://bcnschool.cl/
ANT Digital,"Somos una empresa enfocada a dar servicios digitales buscando la excelencia en lo que realizamos, llevamos mas de 6 años realizando proyectos digitales, como sitios web, e-commerce, app móviles, entre otros.Nuestros equipos trabajan colaborativamente entre si para lograr la mayor calidad y atención posible a nuestros clientes.",https://antdigital.cl
Crossing,None,http://www.crossing.cl
HeyAndes.com,"Somos un equipo de alto rendimiento, flexible, orientado a objetivos y plazos, ambicioso y con el espíritu de construir un producto de la más alta calidad para exportar a todo el mundo. En HeyAndes nos esforzamos por ofrecer la mayor cantidad de opciones de crecimiento personal y profesional y desafíos a nuestro equipo.¿Qué ofrecemos?Ser parte de un equipo joven con alto nivel de compromiso y flexibilidad.Trabajar en una Start-up tecnológica de escalabilidad internacional de travel tech.Trabajo remotoTiempo para asistir y ayudar a postular a fondos CORFO, cursos, conferencias y desafíos tecnológicos (¡Ya hemos participado de un par y ganado!)Trabajo en equipo y buena onda.Trabajo por objetivos",https://heyandes.com
Chanoma,None,http://thechanoma.com/
GESNEXT,"Somos la empresa cognitiva del Grupo IBM. Nuestra. En GesNext ayudamos a nuestros clientes a optimizar sus procesos mediante: automatización y robotización; tecnologías cognitivas; Big Data & Analytics; Blockchain.En GesNext Argentina nos encontramos en la búsqueda de un/a profesional que sea parte del area de Recruitment & Onboarding con experiencia comprobable en procesos de selección y hunting de perfiles IT, BI, Ecare y Ecommerce.Sera parte de un equipo de expertos en materia de adquisición de talento, brindando orientación consultiva y una experiencia innovadora para nuestros clientes.Tenemos un desafío para vos si contas con:Capacidad para traducir y comunicar necesidades del cliente interno.Capacidad de análisis y resolución de problemas.Empatía y Trabajo en equipo.Capacidad de acompañar a la implementación de proyectos.Sos agente de cambio .",http://www.gesnext.com
treSesenta,None,http://tresesenta.mx/
MediAccess,None,http://mediaccess.com.mx
BNP Paribas Cardif,"BNP Paribas Cardif, importante empresa multinacional de seguros, presente en mas de 70 paises que se caracteriza por su innovación, cercania y orientación al exito y logros, En Chile, estamos en un proceso de transformación digital, lo que nos lleva a estar en constante aprendizaje, cambios y desafíos que apalancan una cultura innovadora, pero sin perder nuestra esencia vital de trabajo colaborativo y proactivo, abiertos a nuevos conocimientos digitales y de por supuesto reflexionar y vivir nuestro #espiritucardif día a día. Por eso si vives en Chile, te invitamos a ser también protagonista de esta transformación, postulándote al puesto de Data Scientist",http://www.bnpparibascardif.cl
Grupo B&L,None,http://www.grupobyl.cl
The Tiket,"En The Tiket estamos llevando a cabo un proyecto gig economy con mirada internacional para cambiar paradigmas laborales de trabajos en terreno, desde nuestras manos al mundo usando las últimas tecnologías y metodología ágil.Nuestra oficina está ubicada a 3 cuadras de estación El Golf, no obstante estamos adquiriendo mayoritariamente la modalidad remoto.Somos todos buena onda en un equipo pequeño que va a conquistar el mundo compuesto por el temido Project Manager, un sabio Product Owner, un relax Scrum Master, un excelente Dev Team dividido en Ionic App / Angular Web y nuestro querido QA guy (hola Alfredo)En este momento nos encontramos en proceso de lanzamiento para lo que necesitamos enfocarnos en tareas relacionadas a reforzar un servicio de calidad y desarrollo de funcionalidades que marquen la diferencia",http://landing.thetiket.com
Telefe,None,http://www.telefe.com.ar
Grafos,None,http://www.grafos.cl
iDatum,"Somos iDatum, nos dedicamos a desarrollar softwares y aplicaciones móviles.Nuestros clientes solicitan proyectos variados, tanto para gestiones internas como en relación con sus clientes o comunidad.Parte de nuestro proceso incluye el desarrollo de web para nuestros clientes u otros materiales, en los que requerimos redactar contenidos como ""casos de éxito"" u otro artículo.En resumen, en iDatum estamos buscando sumar al equipo alguien con experiencia o conocimiento en la generación de contenidos. Tendrás que ser capaz de gestionar entrevistas, documentar y redactar.Te integrarás a un equipo multidisciplinario, y colaborarás en proyectos actuales.",https://www.idatum.cl
MB Solutions,"Prestamos servicios de asesorías y desarrollos tecnológicos, y contamos con amplia experiencia en transformación digital, desarrollos back-end, business intelligence, procesos back-office, plataformas WEB e integración de nuevos desarrollos sobre sistemas core de nuestros clientes. Una de nuestras grandes fortalezas es la flexibilidad y adaptabilidad al momento de intervenir y analizar los procesos productivos y requerimientos de nuestros clientes.",http://www.mbsolutions.cl
Eurocorp,"Somos Eurocorp la cual nace de un proceso de integración de Euroinmobiliaria y Euroconstructora, hoy estamos conformados por un gran equipo humano de alrededor de 1500 personas, que trabaja para poder entregar un producto de calidad y el mejor servicio a nuestros clientes.Nuestro propósito es proveer productos y servicios de excelencia en el mercado inmobiliario a nuestros clientes, con soluciones creativas, diseños de vanguardia y con una óptima relación entre precio y calidad.",https://www.eurocorp.cl/
54 Solutions,"54 Solutions is a web development and online marketing agency. We help our clients by optimising their websites for speed, efficiency and conversion. Our clients are based in the US, Europe and Latin America. Our team is made up of developers and online marketers. The team is fully remote and we are looking for someone to join this team. ",https://www.54solutions.com/
GameLab Education,"En GameLab Education apostamos a masificar el uso de videojuegos y simuladores de negocios para aprender o enseñar management. Aspiramos a que estudiantes y ejecutivos de cualquier parte del mundo, puedan poner a prueba sus management skills en una ambiente libre de riesgos, ya sea en formato virtual o presencial, sincrónico o asincrónico. Hoy tenemos 6 simuladores y videojuegos de negocios probados por más de 25,000 estudiantes, de 45 países, en 4 continentes. Entre nuestros clientes tenemos universidades de primer nivel internacional como NYU, U. Chicago, GeorgiaTech, Columbia, INSEAD, etc. Hoy estamos puliendo la usabilidad de nuestros simuladores para que sean extremadamente intuitivos de configurar y jugar. Además, esperamos lanzar en el corto plazo nuestra plataforma de Management-GameBased-Learning, que esperamos se transforme en nuestro principal punto de contacto con nuestros usuarios y profesores. Dado estos desafíos, necesitamos incorporar un Diseñad@or UX/UI a la brevedad.",https://gamelabeducation.com/
Intercorp,"En Intercorp Hacemos que el Perú sea el mejor lugar para formar una familia en América Latina.https://www.intercorp.com.pe/Intercorp es un conglomerado de empresas multinacionales de origen peruano . La empresa abarca el área de la banca, seguros, retail, hotelería, restaurantes, inmobiliarias, educación, administración, lotería, cines y servicios. En Intercorp nos comprometemos con la igualdad de oportunidades. Todos los/las postulantes serán considerados sin importar su origen étnico, sexo, edad, estado civil, orientación sexual, religión, capacidades diferentes, nacionalidad o condición económica.",https://intercorp.com.pe/
Finmarkets,Somos una empresa de tecnologia dedicada a desarrollar soluciones gestionadas de alto valor agregado para nuestros clientes trabajamos con empresas de diferentes sectores siendo los mas importantes Inversiones y Mineria. Actualmente nos encontramos desarrollando soluciones innovadoras tanto en web como móviles. Nuestro metodologia de trabajo es en equipo donde todos participan de manera activa aportando y aprendiendo de los ingenieros y diseñadores mas experimentados. ,http://www.finmarkets.cl
Mutual de Seguros de Chile,"En Mutual de Seguros de Chile estamos apostando fuertemente por la transformación digital, actualizando nuestras tecnologías y procesos, con el fin de mejorar nuestra operatividad y entregar un servicio de excelencia a nuestros asegurados. El Ingeniero de Software que estamos buscando se integraría al Área de Proyectos compuesto de 9 personas liderados por nuestra Jefa de Proyectos. ",https://www.mutualdeseguros.cl/
Solunegocios S.A,"Soluciones S.A. es una empresa dedicada exclusivamente a la implementación de proyectos en el área Data & Analytics y servicios asociados, con sede en Santiago de Chile y su fundación data del año 1996. Actualmente contamos con cerca de 50 profesionales, todos ellos dedicados a proyectos y servicios de Business Analytics, Big Data, Cloud, ingesta e integración de datos. Todos nuestros consultores han pasado por un proceso de capacitación formal en los distintos productos de las plataformas que trabajamos.Nuestros Partner tecnológicos están directamente asociados a nuestra visión y roadmap estrategico (Microsoft, Cloudera, AWS, GCP). Te invitamos a conocer nuestra empresa!.",https://www.solunegocios.com/
All Travel,None,http://www.alltravel.com.ar
Remote Team Solutions,We at Remote Teams Solutions offer a job in which you can exploit your full potential and allow you to develop more and more in your area. We have an excellent environment which is flexible and in which we are always looking for your professional growth. Join our team and grow in this Remote Team Solutions family.,https://www.remoteteamsolutions.com/
Toesca desarrollos,"Toesca Desarrollo, basándose en 3 pilares fundamentales que son; todo el know-how e infraestructura financiera de Toesca, el mejor equipo de tecnología, y una experiencia de usuario inigualable, está armando una plataforma digital de inversiones que revolucionará el mercado de las inversiones en Chile y Latinoamérica.Para conseguir este objetivo nos estamos armando con el mejor equipo y queremos que tú seas parte de él! Así que si te motiva la industria Fintech y sientes el mismo amor por las empresas modernas y digitales que nosotros, ésta es tu oportunidad para sumarte a un proyecto ambicioso desde sus comienzos, participando en la etapa de definición, diseño y construcción de una plataforma respaldada por una gran empresa reconocida en el rubro. Aquí tendrás las mejores posibilidades de aprender y crear con los mejores y la mejor de las ondas!",http://www.toesca.com
Isbast,None,http://www.isbast.com
FIRMAVB,"FirmaVB, expertos en Compras Públicas, con más de 9 años de experiencia compuesto por un equipo multidisciplinario, hemos implementado líneas de trabajo enfocadas en dar respuesta a cada una de las necesidades de sus clientes, siendo un canal estratégico, eficaz y directo, para venta de productos y servicios al Estado. Dentro de nuestros logros cuenta la gestión de Convenios Marco con ventas por un monto de $2.160 millones, y más de $4.000 millones adjudicados en Licitaciones y Grandes compras a sus más de 50 clientes activos. Premiados con el Galardón PYME Carlos Vial Espantoso el año 2019, y con un cierre de más de $3.300 millones en ventas el 2020, quieren seguir sumando logros.",http://www.firmavb.cl
KLog.co,"KLog.co is the platform that moves and digitizes your cargo.We believe there is no reason for logistics to be complex, so we simplify it. We move, control and improve your supply chain through our comprehensive platform.In order to make this a reality, our team focuses heavily on UI & UX providing an intuitive and centralized experience.Currently we are facing a whole set of frontend and backend heavy features, a complete rebranding and revamp of our platform.Regarding our team, we take pride on our cultural mix of seasoned logistics experts and tech savvy engineers.We strongly believe that developers are not ticket tackers, but play a key role of our platform's success, taking ownership over whole projects, understanding the underlying business and making sensible decisions.",https://klog.co
NeuralWorks,"NeuralWorks es una compañia de alto crecimiento fundada hace menos de 1 año. Estamos trabajando a toda maquina en cosas que darán que hablar.Somos un equipo donde se unen la creatividad, curiosidad y la pasión por hacer las cosas bien. Nos arriesgamos a explorar fronteras donde otros no llegan: un modelo predictor basado en monte carlo, una red convolucional para detección de caras, un sensor de posición bluetooth, la recreación de un espacio acústico usando finite impulse response.Estos son solo algunos de los desafíos, donde aprendemos, exploramos y nos complementamos como equipo para lograr cosas impensadas.Trabajamos en proyectos propios y apoyamos a corporaciones en partnerships donde codo a codo combinamos conocimiento con creatividad, donde imaginamos, diseñamos y creamos productos digitales capaces de cautivar y crear impacto.👉 Conoce mas sobre nosotros",http://www.neuralworks.cl
Innobyte,MID es una empresa de desarrollo de software con más de 10 años de experiencia trabajando para clientes en el rubro bancario. Estamos entrando en una nueva etapa en la que requerimos aumentar el equipo para el trabajo con uno de nuestros principales clientes. Te invitamos a participar de esta etapa de crecimiento y aprendizaje. ,http://www.innobyte.cl
Urbaner,Hola!Somos Urbaner: Una startup apoyada por Start-Up Perú y reconocidos por el MIT-Technology review 2015.Nos encontramos en la búsqueda de un Desarrollador Android que comparta su talento con un genial equipo en crecimiento. Nos gustan los retos y estamos creando una plataforma logística que empodera el comercio y genera empleo distribuido en la ciudad.,https://urbaner.com
Wihom,"Wihom es una plataforma (SaaS) para realizar pagos y gestionar solicitudes de administradores de propiedades y condominios mediante WhatsApp. En Wihom queremos hacerle la vida más sencilla a nuestros administradores, propietarios y arrendatarios. ¿Quieres ser parte del crecimiento acelerado que tenemos en Wihom? Pues, necesitamos un Product Designer como tu.",https://wihom.com.co/
Ipsum HR,None,www.ipsumhr.com
Nimbi,"Con Nimbi más estudiantes se gradúan de sus estudios mejorando su proyección laboral y cálidad de vida. Para lograrlo usamos IA + Machine Learning + Software. Nos apoya Startup Chile y hoy estamos ayudando a 340.000 estudiantes.Sistematizamos y analizamos información que tiene las Instituciones Educativas para mejorar el seguimiento, apoyo y conexión con sus estudiantes. Para que nuestros clientes sepan a qué alumnos ayudar, cuándo y cómo, creamos una plataforma que integra y relaciona datos para generar análisis predictivo. Usamos IA y machine learning para identificar los estudiantes con más riesgo de desertar y entregamos un software para ayudar a que los estudiantes terminen sus estudios. Nuestra misión es combatir la deserción estudiantil en Instituciones de Educación Superior y Continua. Nuestro equipo esta compuesto por data scientist, desarrolladores y expertos e innovadores en Edtech.Más información en https://www.nimbiedu.com",https://www.nimbiedu.com/
KPMG,"KPMG en Chile, es una firma Multinacional dedicada al rubro de asesorías financieras y de distintos servicios profesionales. KPMG ha logrado posicionarse dentro de las grandes firmas multinacionales en el rubro de la consultoría. Actualmente, nos enfrentamos como sociedad, a una era digital, donde tus talentos y capacidades son de gran utilidad para llevar a cabo los proyectos que se tienen en mente. Es por eso que el área de IT Advisory Management Consulting de KPMG, se encuentra en búsqueda de un/a Consultor Senior con experiencia de al menos 4 años en el rubro. ¡Anímate a postular y ser parte de esta gran experiencia profesional!",https://home.kpmg/xx/en/home.html
Cbw,"Sobre Nubox, te contamos que facilitan y transforman el día a día de miles de emprendedores y Pymes de Latinoamérica, entregándoles soluciones tecnológicas con aplicaciones de contabilidad, nómina y factura electrónica, permitiéndoles tomar mejores decisiones basadas en información financiera confiable y en tiempo real.Son líderes en la región dentro de las empresas SaaS (“Software as a Service”) prestando servicio a +12.000 clientes, + 25.000 usuarios, y +80.000 pequeñas empresas; y ha sido tal el crecimiento e impacto en los clientes, que el fondo de Silicon Valley, Riverwood Capital decidió ser inversionista en 2017.¿Cuál es su gran sueño?Trabajan para cumplir el sueño de llegar a transformar la vida de + de 1 millón de emprendedores en Latinoamérica, para lo cual deben ser ágiles, atentos a las oportunidades e ir por lo que quieren conseguir. Tienen un plan de crecimiento orgánico acelerado en los mercados donde operan hoy y un plan de expansión regional.",http://www.cbw.cl
