Position,Company,Location,Date_published,URL,Description,SKILLS,Home_URL,Site_Name,MIN_SALARY,MAX_SALARY,MIDPOINT_SALARY,CURRENCY,SALLARY_PERIOD,seniority,categories,modality,activate,english,remote,english_level,num_offers,uid
SOFTWARE ENGINEER FRONT END,KIKOFF,USAA,2022-02-27 18:00:03+00:00,https://remoteok.com/remote-jobs/109258-remote-software-engineer-frontend-kikoff,"Kikoff is hiring a Remote Software Engineer Front End We’re looking for experienced web/frontend engineers who are looking to use the latest in web technology to move the company mission forward. Our initial web app was written in ReactJS and served using NextJS on Express application on AWS. Frontend engineers are expected to own the deploy process for the frontend service. As a frontend engineer at a growing fintech startup you are going to move the needle, but it will require a split personality: Your Dr. Jekyll leans towards modular code, carefully isolated JS/SCSS, and writing integration tests to make sure nothing breaks on a deploy; your Hyde-side is one that focuses on managing a chaotic and fast-changing web landscape with multiple contributors deploying several times a day. Our mission is to create fair, effective, and simple financial pathways to help 100M Americans reach their financial goals. Our investors include Lightspeed, Coatue and GGV. Founders are serial entrepreneurs who co-founded and served as C-suite executives at 3 FinTech unicorns. Detailed frontend stack: - Typescript - ReactJS (functional) - Framework: NextJS - State management: Redux, Redux thunk - Styling: SCSS modules - Networking: Protobuf.js -> axios - Animations: GSAP, Framer Motion, native CSS animations - Testing: Cypress - Bundler: Webpack - Infrastructure: NextJS -> Express -> Elastic Beanstalk -> AWS Requirements: - B.A. / B.S. / M.S. or strong self-taught fundamentals in computer science - Expertise in React, Typescript and NodeJS with experience deploying live code to live traffic - A strong understanding of functional programming concepts - 4+ years of industry experience, with demonstrated breadth and depth of product impact - Ability to analyze data and distill information for business purposes - Effectiveness as demonstrated by problem-solving skills in areas outside your expertise - Desire to form strong professional bonds with startup-forward coworkers Nice to haves: - Experience with NextJS, Protobuf and Webpack What we’re like: - Scrappy. We had a product goal and put out the MVP, collecting our first users with steady growth via paid channels in four months. We don’t cut corners when we know we’ll need them but we don’t build things without that need. We don’t like inefficiency but we dislike operationalizing one-off tasks even more. - Risk-oriented. Everything has risk, but a mature team knows how to make these tradeoffs. That’s why we built the MVP fast––because time is your most valuable asset and is practically fungible with money in the startup world. - Data-obsessed. We all look at data and pull it, and we believe that understanding the mechanics can yield valuable insights. Complex systems require elegant, not just simple solutions. You absolutely need to be interested in data if you want to leverage your knowledge of systems. - Lucky. That’s how we look at this journey so far. From our timing of fundraising, to the circumstances in which we came together, to the initial product traction we’re getting, there’s no other word to describe it. We are grateful you are reading this, and we know that if you’re meant to be with us on this journey, then we will see you soon. Why Kikoff: This is a consumer fintech startup, and you will be working with serial entrepreneurs who have built strong consumer brands and innovative products. We are backed by some of Silicon Valley’s top VCs, including GGV capital, Lightspeed Ventures, Female Founders Fund, and others. We value extreme ownership, clear communication, a strong sense of craftsmanship, and the desire to create lasting work and work relationships. Yes, you can build an exciting business AND have real-life real-customer impact. Competitive pay based on experience Medical, dental, and vision coverage - Kikoff covers the full cost of health insurance for the employee! Stock Options Generous unlimited vacation policy to help you recharge Regular team building events to help you get to know the Kikoff team and soo much more! Our last virtual cooking event had everyone´s mouth on fire, but cooled down by home-mixed cocktails. #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Mobile, Marketing, Engineer, Front End, Executive, Developer and Digital Nomad jobs that are similar: $60,000 — $110,000/year #Location Remote, United States See more jobs at Kikoff","['mobile', 'marketing', 'engineer', 'front end']",https://remoteok.com,REMOTEOK,60000,115000,87500.0,3,Year,4,FRONTEND,full-time,True,True,True,conversational,1,1be74755db2275830b97ac9895feac95
SENIOR SOFTWARE ENGINEER,PACKMATIC GMBH,Worldwide,2022-02-27 17:00:01+00:00,https://remoteok.com/remote-jobs/109254-remote-senior-software-engineer-packmatic-gmbh,"´Packmatic GmbH is hiring a Remote Senior Software Engineer Packmatic is a Berlin startup aiming to change the disruption-ripe packaging industry for the better. We are replacing manual processes with state-of-the-art tech and enabling buyers to make more efficient and sustainable choices. xa0 Be part of our unicorn story right from the start: Built by experienced founders Jonas, Matthias and Paul (i.e. co-founder Audibene (), co-founder Ivy & Oak, JPM, Y-Combinator) and packaging experts (AMCOR, Wrigley). Tech plays a major role for our vision from day one, as we are building the go-to B2B platform and SaaS collaboration tool for the packaging industry. xa0 What we’re building: At its core, we’re building a web platform that connects different players in the packaging industry with our own packaging engineers. Furthermore, we support the integration with our partner systems and cover topics such as compliance, compatibility, and scalability. xa0 We foster diversity and inclusion from xa0day one. xa0We encourage everyone to xa0send an application, xa0even if you have doubts xa0if xa0you fulfill all the requirements xa0– give us a chance to evaluate your experience xa0and xa0let’s xa0uncover the value that you xa0can xa0bring to xa0Packmatic xa0together. xa0 xa0 #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Senior, Engineer, Developer and Digital Nomad jobs that are similar: $60,000 — $120,000/year #Location Berlin See more jobs at Packmatic GmbH´","['senior', 'engineer', 'dev']",https://remoteok.com,REMOTEOK,60000,113000,86500.0,3,Year,1,DEVELOPER,full-time,True,True,True,conversational,1,33a05c5d7d6a9b62132c465c8f12b736
PRODUCT OWNER ANALYTICS,FLACONI,Worldwide,2022-02-27 14:00:11+00:00,https://remoteok.com/remote-jobs/109251-remote-product-owner-analytics-flaconi,"´flaconi Apply now 296 views 31 applied (10%) Share this job: Get a rok.co short link flaconi is hiring a Remote Product Owner Analytics About flaconi flaconi is one of Germany’s leading online beauty retailers. Our online shop’s portfolio offers more than 850 international brands and 55.000 products in the categories perfume, skin care, make-up, hair care, natural cosmetics and accessories, covering from drugstore over organic to premium products. flaconi was founded in 2011 and has a team of over 700 employees working from three locations: Our HQ in Berlin-Charlottenburg, our logistics center in Halle and our Concept store in Berlin-Mitte. We are also represented in Austria and Poland. Shape our company’s success with us and apply now online! We look forward to receiving your complete application documents including your earliest starting date. Please direct your application to Andreas Ittmann (Senior Talent Acquisition Manager). #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Quality Assurance, Python, Flutter, Mobile, Senior, Engineer, Backend, Front End, Executive and Stats jobs that are similar: $60,000 — $112,500/year #Location Berlin-Charlottenburg See more jobs at flaconi´","['qa', 'python', 'flutter', 'mobile']",https://remoteok.com,REMOTEOK,60000,110000,85000.0,3,Year,4,ANALYST,full-time,True,True,True,conversational,1,9197d8f846c384527de08f7d57351b76
QUALITY ASSURANCE ENGINEER PYTHON,FLACONI,North America,2022-02-27 14:00:10+00:00,https://remoteok.com/remote-jobs/109250-remote-qa-engineer-python-flaconi,"´flaconi Apply now 274 views 29 applied (11%) Share this job: Get a rok.co short link flaconi is hiring a Remote Quality Assurance Engineer Python About flaconi flaconi is one of Germany’s leading online beauty retailers. Our online shop’s portfolio offers more than 850 international brands and 55.000 products in the categories perfume, skin care, make-up, hair care, natural cosmetics and accessories, covering from drugstore over organic to premium products. flaconi was founded in 2011 and has a team of over 700 employees working from three locations: Our HQ in Berlin-Charlottenburg, our logistics center in Halle and our Concept store in Berlin-Mitte. We are also represented in Austria and Poland. Shape our company’s success with us and apply now online! We look forward to receiving your complete application documents including your earliest starting date. Please direct your application to Pia Niemuth (Talent Acquisition Manager). xa0 #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Quality Assurance, Python, Flutter, Mobile, Senior, Engineer, Backend, Front End and Executive jobs that are similar: $60,000 — $110,000/year #Location Berlin-Charlottenburg See more jobs at flaconi´","['qa', 'python', 'flutter', 'mobile']",https://remoteok.com,REMOTEOK,60000,110000,85000.0,3,Year,4,BACKEND,full-time,True,True,True,conversational,1,fcea4074602fc242df24a3ae4efb0000
FRONT END ENGINEER,FLACONI,"Palo Alto, CA",2022-02-27 14:00:08+00:00,https://remoteok.com/remote-jobs/109249-remote-frontend-engineer-flaconi,"´flaconi Apply now 302 views 43 applied (14%) Share this job: Get a rok.co short link flaconi is hiring a Remote Front End Engineer About flaconi flaconi is one of Germany’s leading online beauty retailers. Our online shop’s portfolio offers more than 850 international brands and 55.000 products in the categories perfume, skin care, make-up, hair care, natural cosmetics and accessories, covering from drugstore over organic to premium products. flaconi was founded in 2011 and has a team of over 700 employees working from three locations: Our HQ in Berlin-Charlottenburg, our logistics center in Halle and our Concept store in Berlin-Mitte. We are also represented in Austria and Poland. Shape our company’s success with us and apply now online! We look forward to receiving your complete application documents including your earliest starting date. Please direct your application to Pia Niemuth (Talent Acquisition Manager). xa0 #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Flutter, Mobile, Senior, Engineer, Backend, Front End and Executive jobs that are similar: $60,000 — $110,000/year #Location Berlin-Charlottenburg See more jobs at flaconi´","['flutter', 'mobile', 'senior', 'engineer']",https://remoteok.com,REMOTEOK,60000,115000,87500.0,3,Year,4,FRONTEND,full-time,True,True,True,conversational,1,7b2cdf51d2fe7a792801713286fce1fa
SOFTWARE ENGINEER BACKEND,FLACONI,Berlin,2022-02-27 14:00:07+00:00,https://remoteok.com/remote-jobs/109248-remote-software-engineer-backend-flaconi,"´flaconi Apply now 277 views 21 applied (8%) Share this job: Get a rok.co short link flaconi is hiring a Remote Software Engineer Backend About flaconi flaconi is one of Germany’s leading online beauty retailers. Our online shop’s portfolio offers more than 850 international brands and 55.000 products in the categories perfume, skin care, make-up, hair care, natural cosmetics and accessories, covering from drugstore over organic to premium products. flaconi was founded in 2011 and has a team of over 700 employees working from three locations: Our HQ in Berlin-Charlottenburg, our logistics center in Halle and our Concept store in Berlin-Mitte. We are also represented in Austria and Poland. Shape our company’s success with us and apply now online! We look forward to receiving your complete application documents including your earliest starting date. Please direct your application to Pia Niemuth (Talent Acquisition Manager). #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Flutter, Mobile, Senior, Engineer, Backend, Executive, Developer and Digital Nomad jobs that are similar: $60,000 — $115,000/year #Location Berlin-Charlottenburg See more jobs at flaconi´","['flutter', 'mobile', 'senior', 'engineer']",https://remoteok.com,REMOTEOK,60000,120000,90000.0,3,Year,4,BACKEND,full-time,True,True,True,conversational,1,1e2d6acbcb8ca047969a1b634d7c5bee
SENIOR MOBILE ENGINEER FLUTTER,FLACONI,Berlin,2022-02-27 14:00:06+00:00,https://remoteok.com/remote-jobs/109247-remote-senior-mobile-engineer-flutter-flaconi,"´flaconi Apply now 209 views 15 applied (7%) Share this job: Get a rok.co short link flaconi is hiring a Remote Senior Mobile Engineer Flutter About flaconi flaconi is one of Germany’s leading online beauty retailers. Our online shop’s portfolio offers more than 850 international brands and 55.000 products in the categories perfume, skin care, make-up, hair care, natural cosmetics and accessories, covering from drugstore over organic to premium products. flaconi was founded in 2011 and has a team of over 700 employees working from three locations: Our HQ in Berlin-Charlottenburg, our logistics center in Halle and our Concept store in Berlin-Mitte. We are also represented in Austria and Poland. Shape our company’s success with us and apply now online! We look forward to receiving your complete application documents including your earliest starting date. Please direct your application to Pia Niemuth (Talent Acquisition Manager). xa0 #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Flutter, Mobile, Senior, Engineer and Executive jobs that are similar: $60,000 — $120,000/year #Location Berlin-Charlottenburg See more jobs at flaconi´","['flutter', 'mobile', 'senior', 'engineer']",https://remoteok.com,REMOTEOK,70000,110000,90000.0,3,Year,1,-,full-time,True,True,True,conversational,1,589e682bb356e6d2c880bddf1e10fbfe
ANDROID SOFTWARE ENGINEER,CONTENTSQUARE,Remote- USA,2022-02-27 11:00:03+00:00,https://remoteok.com/remote-jobs/109245-remote-android-software-engineer-contentsquare,"Contentsquare Apply now 290 views 20 applied (7%) Share this job: Get a rok.co short link Contentsquare is hiring a Remote Android Software Engineer Contentsquare is a global SaaS technology company that empowers brands to build better digital experiences for all. We have been recognized by Gartner as one of the four most innovative ecommerce companies in the world, and have featured in Wired Magazine as one of Europe’s hottest startups. xa0 xa0 Contentsquare has 10 main offices across the world ( New York, London, Paris, Munich, San Francisco, Barcelona, Amsterdam, Tel Aviv, Tokyo, and Singapore) with 750+ clients globally including Fortune 100 companies like HSBC, Sainsbury’s, Spotify, Asos and Microsoft. We’ve been experiencing tremendous growth as our team has grown from ~300 to 1000+ employees globally, and raised a $500M Series E funding in May 2021. As our growth accelerates further we are looking to hire 1,500 positions globally in the next xa0 3 years. We are looking for talented people like you to join us and help us continue to innovate and improve online experiences for all. We want the most ambitious, unique and enthusiastic people to join us and help us in this mission. Come join the #CSquad family! Our mission At Contentsquare, all employees share one goal: to help brands create exceptional online experiences with our industry-leading digital experience analytics platform. In the mobile data collection team, we are on a mission to build the industry leading digital experience analytics SDK. With a stellar growth, billions of users, a complex but rewarding business environment and the need for us to have a very high level of quality, performance and privacy, you’ll find an engaging and supportive work environment at Contentsquare. We are looking for developers who understand that development is a team effort, who are proud of a job well done and know how to implement simple and efficient solutions to solve challenging and unique problems. Our stack On the data collection side, our SDK works on native iOS applications (implemented in Swift) and native Android applications (SDK is in Java, Unit Tests and Sample App in Kotlin). We also support various multi-platform frameworks (React Native, Flutter, Capacitor/Ionic, Cordova) with specific bridges. Finally, the Web Team implements the Tag/SDK that collects data on websites (implemented in Typescript). Our APIs are mostly designed with our specific constraints in mind. For example, the most data intensive ones use Protocol Buffers. Our frontend is a micro-frontend SPA developed mainly in Angular/Vue.js and Node.js. Our backend uses a combination of technologies such as Kafka, Spark, Akka, ClickHouse and languages such as Scala, Golang, Python, C++. Our monitoring and deployment are handled through Kibana, Grafana, Terraform, Datadog and finally, everything is hosted on AWS and Azure. Our challenges Our first challenge is to navigate through uncharted territories, native APIs and poorly documented features to make sure we collect all the relevant data we need to compute our insights. In addition we obviously must ensure a very high level of performance (as well as the least impact on user experience), stability and be very mindful about data and CPU consumption. Our rapid growth requires a strong focus on software architecture, code sharing and automation to sustain our delivery capacity while increasing our teams´ size. Finally, we are not a tracking company, so collecting PII (Personal Identifiable Information) is an absolute no-go for us and we take it very seriously! Skills & Mindset If you have already worked on any kind of software SDK your experience will be of great interest to us. In the same way, if you have notable experience in high performance code, automated non-regression and performance testing, software bridges (between technologies, native and non-native), or if you enjoy testing new technologies or frameworks such as Flutter/Dart, Swift UI, Compose, React Native/Typescript, we would love to hear from you. As a team we are really involved in producing a high quality SDK. We expect our developers to know how to unit test their code, to write easy to read & maintain code and documentation as well as being comfortable doing pair programming with their team members. What we offer An healthy working environment with supportive team members, a place to grow both technically and as an individual Autonomy, responsibilities and opportunities An Engineering Career Path (with clear defined progression steps and opportunities to mentor and be mentored) to make sure you always learn something new Plenty of opportunities for training and development Attractive salary and stock options Flexible working conditions (full remote, 100% in office or any hybrid setup of your choice) A dynamic and multi-cultural company with +50 nationalities Good health insurance Many benefits such as reductions on gym membership and leisure activities xa0 While we are offering fully remote opportunities, employees need to be fiscally based in one of our main countries to be hired by one of our office. Please ask your recruiter for more information. - Why Should You Apply to Contentsquare? Our mission is focused on empowering everyone to create better experiences for all in the digital world. We invest in our employees through career development & opportunities, social events, philanthropic activities, and competitive benefits. You get to collaborate with and learn from smart and creative people around the globe. We are in this together #TeamSpirit. xa0 To keep our employees happy and motivated, we are always assessing the benefits/perks we offer to ensure we are competitive. Here are some we’d like to highlight: - Virtual onboarding, Hackathon, and our annual kickoff trip on a global basis! You have the opportunity to interact with our global colleagues. - Generous paid time-off policy (every location is different) - Immediate eligibility for birthing and non-birthing parental leave - Wellbeing allowance - Home Office Allowance - We offer many benefits in various countries -- ask your recruiter for more information! - Fun office culture with a big opportunity to make an impact on our growing global team, culture, including a Culture Crew for every country to organize regular outings such as game nights, movie nights, and happy hours #Uniqueness is embedded in our DNA as one of our core values, and we welcome everyone to apply to our positions. Contentsquare is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law. Your personal data are used by Contentsquare for recruitment purposes only. xa0Read our xa0Job Candidate Privacy Notice xa0to find out more about data protection at Contentsquare and your rights. #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Android, Engineer, iOS, Developer and Digital Nomad jobs that are similar: $60,000 — $110,000/year #Location France See more jobs at Contentsquare","['android', 'engineer', 'ios', 'dev']",https://remoteok.com,REMOTEOK,60000,115000,87500.0,3,Year,4,DEVELOPER,full-time,True,True,True,conversational,1,f887f1d440cae9947162b4ba2c192eab
IOS SOFTWARE ENGINEER,CONTENTSQUARE,SF / Remote,2022-02-27 11:00:01+00:00,https://remoteok.com/remote-jobs/109244-remote-ios-software-engineer-contentsquare,"Contentsquare Apply now 279 views 19 applied (7%) Share this job: Get a rok.co short link Contentsquare is hiring a Remote iOS Software Engineer Contentsquare is a global SaaS technology company that empowers brands to build better digital experiences for all. We have been recognized by Gartner as one of the four most innovative ecommerce companies in the world, and have featured in Wired Magazine as one of Europe’s hottest startups. xa0 xa0 Contentsquare has 10 main offices across the world ( New York, London, Paris, Munich, San Francisco, Barcelona, Amsterdam, Tel Aviv, Tokyo, and Singapore) with 750+ clients globally including Fortune 100 companies like HSBC, Sainsbury’s, Spotify, Asos and Microsoft. We’ve been experiencing tremendous growth as our team has grown from ~300 to 1000+ employees globally, and raised a $500M Series E funding in May 2021. As our growth accelerates further we are looking to hire 1,500 positions globally in the next xa0 3 years. We are looking for talented people like you to join us and help us continue to innovate and improve online experiences for all. We want the most ambitious, unique and enthusiastic people to join us and help us in this mission. Come join the #CSquad family! Our mission At Contentsquare, all employees share one goal: to help brands create exceptional online experiences with our industry-leading digital experience analytics platform. In the mobile data collection team, we are on a mission to build the industry leading digital experience analytics SDK. With a stellar growth, billions of users, a complex but rewarding business environment and the need for us to have a very high level of quality, performance and privacy, you’ll find an engaging and supportive work environment at Contentsquare. We are looking for developers who understand that development is a team effort, who are proud of a job well done and know how to implement simple and efficient solutions to solve challenging and unique problems. Our stack On the data collection side, our SDK works on native iOS applications (implemented in Swift) and native Android applications (SDK is in Java, Unit Tests and Sample App in Kotlin). We also support various multi-platform frameworks (React Native, Flutter, Capacitor/Ionic, Cordova) with specific bridges. Finally, the Web Team implements the Tag/SDK that collects data on websites (implemented in Typescript). Our APIs are mostly designed with our specific constraints in mind. For example, the most data intensive ones use Protocol Buffers. Our frontend is a micro-frontend SPA developed mainly in Angular/Vue.js and Node.js. Our backend uses a combination of technologies such as Kafka, Spark, Akka, ClickHouse and languages such as Scala, Golang, Python, C++. Our monitoring and deployment are handled through Kibana, Grafana, Terraform, Datadog and finally, everything is hosted on AWS and Azure. Our challenges Our first challenge is to navigate through uncharted territories, native APIs and poorly documented features to make sure we collect all the relevant data we need to compute our insights. In addition we obviously must ensure a very high level of performance (as well as the least impact on user experience), stability and be very mindful about data and CPU consumption. Our rapid growth requires a strong focus on software architecture, code sharing and automation to sustain our delivery capacity while increasing our teams´ size. Finally, we are not a tracking company, so collecting PII (Personal Identifiable Information) is an absolute no-go for us and we take it very seriously! Skills & Mindset If you have already worked on any kind of software SDK your experience will be of great interest to us. In the same way, if you have notable experience in high performance code, automated non-regression and performance testing, software bridges (between technologies, native and non-native), or if you enjoy testing new technologies or frameworks such as Flutter/Dart, Swift UI, Compose, React Native/Typescript, we would love to hear from you. As a team we are really involved in producing a high quality SDK. We expect our developers to know how to unit test their code, to write easy to read & maintain code and documentation as well as being comfortable doing pair programming with their team members. What we offer An healthy working environment with supportive team members, a place to grow both technically and as an individual Autonomy, responsibilities and opportunities An Engineering Career Path (with clear defined progression steps and opportunities to mentor and be mentored) to make sure you always learn something new Plenty of opportunities for training and development Attractive salary and stock options Flexible working conditions (full remote, 100% in office or any hybrid setup of your choice) A dynamic and multi-cultural company with +50 nationalities Good health insurance Many benefits such as reductions on gym membership and leisure activities xa0 While we are offering fully remote opportunities, employees need to be fiscally based in one of our main countries to be hired by one of our office. Please ask your recruiter for more information. Why Should You Apply to Contentsquare? Our mission is focused on empowering everyone to create better experiences for all in the digital world. We invest in our employees through career development & opportunities, social events, philanthropic activities, and competitive benefits. You get to collaborate with and learn from smart and creative people around the globe. We are in this together #TeamSpirit. xa0 To keep our employees happy and motivated, we are always assessing the benefits/perks we offer to ensure we are competitive. Here are some we’d like to highlight: - Virtual onboarding, Hackathon, and our annual kickoff trip on a global basis! You have the opportunity to interact with our global colleagues. - Generous paid time-off policy (every location is different) - Immediate eligibility for birthing and non-birthing parental leave - Wellbeing allowance - Home Office Allowance - We offer many benefits in various countries -- ask your recruiter for more information! - Fun office culture with a big opportunity to make an impact on our growing global team, culture, including a Culture Crew for every country to organize regular outings such as game nights, movie nights, and happy hours #Uniqueness is embedded in our DNA as one of our core values, and we welcome everyone to apply to our positions. Contentsquare is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law. Your personal data are used by Contentsquare for recruitment purposes only. xa0Read our xa0Job Candidate Privacy Notice xa0to find out more about data protection at Contentsquare and your rights. #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Engineer, iOS, Developer and Digital Nomad jobs that are similar: $60,000 — $115,000/year #Location France See more jobs at Contentsquare","['engineer', 'ios', 'dev']",https://remoteok.com,REMOTEOK,60000,120000,90000.0,3,Year,4,DEVELOPER,full-time,True,True,True,conversational,1,9acdf45fcfd78c1e388ee574d9db7c4d
SOFTWARE ENGINEER II,INDUSTRY DIVE,SF / Remote,2022-02-27 10:00:10+00:00,https://remoteok.com/remote-jobs/109243-remote-software-engineer-ii-industry-dive,"Industry Dive Apply now 261 views 15 applied (6%) Share this job: Get a rok.co short link Industry Dive is hiring a Remote Software Engineer II Industry Dive is looking for a full-stack engineer who is curious and motivated to join our engineering team. We use a variety of open-source technology, and our core application is written in Python/Django. Our development stack includes Git/GitLab and Google Cloud Platform. We spend most of our time building Industry Dive´s main product — a series of consumer-facing, mobile-optimized news sites with an internal content management system. Typical work includes building new features, fixing bugs and improving performance. We are cross-functional, so you´ll have the opportunity to work on many other projects, including data products, email communication tools, and Developer Operations. This role reports to the scrum team’s Software Development Manager. Industry Dive strives to provide an inclusive and welcoming environment. We emphasize continuous learning and knowledge sharing as a department and rely on agile methodologies to support self governing scrum teams. Your voice and the work you’ll do here matters to your teammates, other teams within the company and our customers and readers. For more information on Industry Dive’s Engineering Team benefits, please visit https://industrydive.tech/. Applicants who belong to traditionally underrepresented groups are strongly encouraged to apply. We have an engineering group focused on Diversity, Inclusion and Belonging (DIB) — an effort inspired by our company-wide DIB group — to make sure everyone is supported and set up for success. #LI-Remote, #LI-WM1 Not all candidates will check all of the requirements listed above, and that’s OK — we still want to hear from you. xa0Industry Dive strives to provide an inclusive and welcoming environment, and applicants who belong to traditionally underrepresented groups are strongly encouraged to apply. xa0 Industry Dive is an equal opportunity employer and we strongly encourage people of color, LGBTQIA individuals, veterans, parents, and individuals with disabilities to apply. If you feel comfortable doing so please feel free to note which pronouns you use in your application (for example - she/her/hers, he/him/his, they/them/theirs, ze/zir/zirs, etc.) Industry Dive will not be able to sponsor applicants for work visas. About Industry Dive Industry Dive is a leading business journalism company. More than 11 million decision-makers across 20 competitive industries rely on its exclusive insight and analysis delivered through 23 publications. Industry Dive was founded in 2012 to provide business leaders with the information they need to move industries forward. Our team of reporters, editors, designers, and marketers delivers insights and programs that spark innovation, fuel growth and shape agendas in every industry we cover. #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Senior, Sales, Engineer, Product Designer, Executive, Developer and Digital Nomad jobs that are similar: $60,000 — $120,000/year #Location Washington, District Of Columbia See more jobs at Industry Dive","['senior', 'sales', 'engineer', 'product designer']",https://remoteok.com,REMOTEOK,60000,120000,90000.0,3,Year,4,DEVELOPER,full-time,True,True,True,conversational,1,307d90c77d7289eee9d60efb665d8de5
SENIOR SOFTWARE ENGINEER,CRUXOCM,SF / Remote,2022-02-27 10:00:08+00:00,https://remoteok.com/remote-jobs/109242-remote-senior-software-engineer-cruxocm,"´CruxOCM is hiring a Remote Senior Software Engineer About Us xa0 CruxOCM xa0is a venture capital backed seed stage technology start-up on a mission to enhance safety and efficiency in control room operations in the $87.5 trillion dollar per year heavy industry through robotic industrial process automation (RIPA). Our diverse team is composed of highly skilled talent from the technology and energy industries. xa0 CruxOCM was born from the belief that control room operators should be given the best tools available to perform their jobs safely and efficiently, while at the same time minimizing environmental impact and maximizing bottom-line revenue for operating companies while leveraging their existing equipment. We thought, if pilots have autopilot software, why don’t control room operators? xa0 Inspired by the challenges our founders experienced working in major control rooms and in process control, we set out to build the tools needed to operate major industrial assets more effectively from the heart and soul of the operation, the control room. xa0 We are proud to help energy companies operate in the safest, and most efficient way possible. xa0 xa0 Why Join Us xa0 xa0 With xa0CruxOCM, you will be given a high level of autonomy and responsibility in achieving results. We offer a trust-based, flexible workplace. We thrive on change, operate on trust, and leverage our team’s diverse perspectives in everything we do. We solve problems at a rapid pace and challenge the status quo. In short, we get stuff done. xa0 xa0 We are looking for individuals who are intrinsically motivated and passionate about improving efficiency in the energy industry. As a part of our smart, ambitious team, you will help xa0CruxOCM xa0scale to be the first mover in this market. xa0 xa0 You will also have continuous learning opportunities and mentorship, as well as the tools necessary to be effective in our environment and provide xa0CruxOCM xa0provide continuous learning opportunities and mentorship. Our goal is to provide the opportunity for each of our employees to be at the forefront of the energy industry’s rapid digitalization movement. xa0 xa0 We are excited to face the challenges ahead. Guided by our core values and ESG standards, we will meet these challenges together and solve them intelligently and creatively. What We Are Looking For xa0 We’re growing and looking for an experienced Senior Software Engineer to join our team. In this role you will work on the software development team building our core software product for automated control room operations. Your software development experience will be used to further the product vision by working closely with the engineering, installation, and product team to set CruxOCM up to expand its product lines and scale. We are looking for someone who is interested in applying their knowledge in new ways to advance Robotic Industrial Process Automation adoption into energy, followed by broader heavy industry adoption. xa0 The Impact You Will Have xa0 Be a key contributor ensuring successful product delivery for customers and enhancing the functionality of the CruxOCM platform. Given that we are an early stage start-up, there is plenty of room to grow into many career opportunities. You will be free to work without organizational or legacy friction. xa0 In this role, you will report directly to our Head of Engineering. xa0 Worst Part of The Job xa0 The worst part of working for CruxOCM at this stage will be the lack of established processes. We are relying on our early team to define, build and establish the processes we need to scale rapidly. If you require a highly structured environment, then this role is likely not for you. xa0 xa0 At Crux, we believe in taking care of each other by offering benefits that actually benefit you. Here are some of the ways we do that: xa0 What We Offer xa0 You Can Plan xa0For xa0Your Future: We offer competitive compensation packages and health benefits as we strongly believe in investing in our employees. Additionally, through our Employee Stock Option Plan, xa0all of xa0the xa0CruxOCM xa0family becomes shareholders in the company. xa0 xa0 xa0 A Trust-Based, Flexible Workplace: We want you to come in and put in your solid work, but when the workday is over — go live your life, rest, and recharge. Come in and leave when you need to — your results are your results. xa0 xa0 You’re Inspired to Grow: Embrace a culture of learning and attend workshops, team building events, and educational presentations. xa0 xa0 xa0 We Have Fun: Get to know your colleagues through events, social hours, or simply chatting over snacks. We love to laugh together through team and company off-sites in a variety of beautiful locations. xa0 xa0 CruxOCM xa0is an equal opportunity employer and value diversity in the workplace. We are therefore happy to accommodate any accessibility needs you may have. If you require xa0an accommodation xa0in order to participate in our hiring process, please contact us to make your needs known in advance. xa0 #Salary and compensation No salary data published by company so we estimated salary based on similar jobs related to Senior, Sales, Engineer, Product Designer, Executive, Developer and Digital Nomad jobs that are similar: $60,000 — $120,000/year #Location Remote See more jobs at CruxOCM´","['senior', 'sales', 'engineer', 'product designer']",https://remoteok.com,REMOTEOK,70000,100000,85000.0,3,Year,1,DEVELOPER,full-time,True,True,True,conversational,1,3e3d183a58d2b2f28887794692528072
